GSM1003459	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45182_sort_peaks.narrowPeak.bed
GSM1003538	CL_0001054	CD14-positive monocyte	http://purl.obolibrary.org/obo/CL_0001054	Monocytes	tissue	45438_b_sort_peaks.broadPeak.bed
GSM1003538	CL_0000576	monocyte	http://purl.obolibrary.org/obo/CL_0000576	Monocytes	tissue	45438_b_sort_peaks.broadPeak.bed
GSM1003539	CL_0001054	CD14-positive monocyte	http://purl.obolibrary.org/obo/CL_0001054	Monocytes	tissue	45439_sort_peaks.narrowPeak.bed
GSM1003539	CL_0000576	monocyte	http://purl.obolibrary.org/obo/CL_0000576	Monocytes	tissue	45439_sort_peaks.narrowPeak.bed
GSM1003544	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45148_sort_peaks.narrowPeak.bed
GSM1003552	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45197_sort_peaks.narrowPeak.bed
GSM1003559	CL_0001054	CD14-positive monocyte	http://purl.obolibrary.org/obo/CL_0001054	Monocytes	tissue	45447_sort_peaks.narrowPeak.bed
GSM1003559	CL_0000576	monocyte	http://purl.obolibrary.org/obo/CL_0000576	Monocytes	tissue	45447_sort_peaks.narrowPeak.bed
GSM1003559	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45447_sort_peaks.narrowPeak.bed
GSM1003562	CL_0001054	CD14-positive monocyte	http://purl.obolibrary.org/obo/CL_0001054	Monocytes	tissue	45442_b_sort_peaks.broadPeak.bed
GSM1003562	CL_0000576	monocyte	http://purl.obolibrary.org/obo/CL_0000576	Monocytes	tissue	45442_b_sort_peaks.broadPeak.bed
GSM1003564	CL_0001054	CD14-positive monocyte	http://purl.obolibrary.org/obo/CL_0001054	Monocytes	tissue	45443_b_sort_peaks.broadPeak.bed
GSM1003564	CL_0000576	monocyte	http://purl.obolibrary.org/obo/CL_0000576	Monocytes	tissue	45443_b_sort_peaks.broadPeak.bed
GSM1003578	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45154_sort_peaks.narrowPeak.bed
GSM1003709	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41118_sort_peaks.narrowPeak.bed
GSM1003709	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41118_sort_peaks.narrowPeak.bed
GSM1003709	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41118_sort_peaks.narrowPeak.bed
GSM1003710	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41120_b_sort_peaks.broadPeak.bed
GSM1003710	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41120_b_sort_peaks.broadPeak.bed
GSM1003710	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41120_b_sort_peaks.broadPeak.bed
GSM1003712	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41122_sort_peaks.narrowPeak.bed
GSM1003712	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41122_sort_peaks.narrowPeak.bed
GSM1003712	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41122_sort_peaks.narrowPeak.bed
GSM1003713	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41123_b_sort_peaks.broadPeak.bed
GSM1003713	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41123_b_sort_peaks.broadPeak.bed
GSM1003713	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41123_b_sort_peaks.broadPeak.bed
GSM1003715	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41125_sort_peaks.narrowPeak.bed
GSM1003715	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41125_sort_peaks.narrowPeak.bed
GSM1003715	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41125_sort_peaks.narrowPeak.bed
GSM1003716	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41126_b_sort_peaks.broadPeak.bed
GSM1003716	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41126_b_sort_peaks.broadPeak.bed
GSM1003716	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41126_b_sort_peaks.broadPeak.bed
GSM1003718	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41128_sort_peaks.narrowPeak.bed
GSM1003718	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41128_sort_peaks.narrowPeak.bed
GSM1003718	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41128_sort_peaks.narrowPeak.bed
GSM1003719	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41129_b_sort_peaks.broadPeak.bed
GSM1003719	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41129_b_sort_peaks.broadPeak.bed
GSM1003719	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41129_b_sort_peaks.broadPeak.bed
GSM1003721	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41131_sort_peaks.narrowPeak.bed
GSM1003721	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41131_sort_peaks.narrowPeak.bed
GSM1003721	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41131_sort_peaks.narrowPeak.bed
GSM1003722	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41132_b_sort_peaks.broadPeak.bed
GSM1003722	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41132_b_sort_peaks.broadPeak.bed
GSM1003722	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41132_b_sort_peaks.broadPeak.bed
GSM1003724	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41134_sort_peaks.narrowPeak.bed
GSM1003724	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41134_sort_peaks.narrowPeak.bed
GSM1003724	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41134_sort_peaks.narrowPeak.bed
GSM1003725	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41135_b_sort_peaks.broadPeak.bed
GSM1003725	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41135_b_sort_peaks.broadPeak.bed
GSM1003725	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41135_b_sort_peaks.broadPeak.bed
GSM1003727	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41137_b_sort_peaks.broadPeak.bed
GSM1003727	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41137_b_sort_peaks.broadPeak.bed
GSM1003727	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41137_b_sort_peaks.broadPeak.bed
GSM1003729	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41139_sort_peaks.narrowPeak.bed
GSM1003729	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41139_sort_peaks.narrowPeak.bed
GSM1003729	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41139_sort_peaks.narrowPeak.bed
GSM1003730	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41140_b_sort_peaks.broadPeak.bed
GSM1003730	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41140_b_sort_peaks.broadPeak.bed
GSM1003730	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41140_b_sort_peaks.broadPeak.bed
GSM1003732	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41142_sort_peaks.narrowPeak.bed
GSM1003732	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41142_sort_peaks.narrowPeak.bed
GSM1003732	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41142_sort_peaks.narrowPeak.bed
GSM1003733	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41143_b_sort_peaks.broadPeak.bed
GSM1003733	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41143_b_sort_peaks.broadPeak.bed
GSM1003733	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41143_b_sort_peaks.broadPeak.bed
GSM1003735	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41145_sort_peaks.narrowPeak.bed
GSM1003735	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41145_sort_peaks.narrowPeak.bed
GSM1003735	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41145_sort_peaks.narrowPeak.bed
GSM1003736	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41146_b_sort_peaks.broadPeak.bed
GSM1003736	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41146_b_sort_peaks.broadPeak.bed
GSM1003736	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41146_b_sort_peaks.broadPeak.bed
GSM1003738	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41148_sort_peaks.narrowPeak.bed
GSM1003738	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41148_sort_peaks.narrowPeak.bed
GSM1003738	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41148_sort_peaks.narrowPeak.bed
GSM1003739	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41149_b_sort_peaks.broadPeak.bed
GSM1003739	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41149_b_sort_peaks.broadPeak.bed
GSM1003739	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41149_b_sort_peaks.broadPeak.bed
GSM1003741	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41151_sort_peaks.narrowPeak.bed
GSM1003741	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41151_sort_peaks.narrowPeak.bed
GSM1003741	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41151_sort_peaks.narrowPeak.bed
GSM1003742	DOID_3459	breast carcinoma	http://purl.obolibrary.org/obo/DOID_3459	breast carcinoma	disease	41152_b_sort_peaks.broadPeak.bed
GSM1003742	DOID_1612	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	breast tumor	disease	41152_b_sort_peaks.broadPeak.bed
GSM1003742	UBERON_0000310	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	tissue	41152_b_sort_peaks.broadPeak.bed
GSM1006721	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	embryonic stem cells	tissue	40329_sort_peaks.narrowPeak.bed
GSM1006722	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	embryonic stem cells	tissue	40318_sort_peaks.narrowPeak.bed
GSM1007988	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35925_b_sort_peaks.broadPeak.bed
GSM1007988	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35925_b_sort_peaks.broadPeak.bed
GSM1007988	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35925_b_sort_peaks.broadPeak.bed
GSM1007989	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35935_b_sort_peaks.broadPeak.bed
GSM1007989	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35935_b_sort_peaks.broadPeak.bed
GSM1007989	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35935_b_sort_peaks.broadPeak.bed
GSM1007990	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35932_b_sort_peaks.broadPeak.bed
GSM1007990	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35932_b_sort_peaks.broadPeak.bed
GSM1007990	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35932_b_sort_peaks.broadPeak.bed
GSM1007991	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35933_b_sort_peaks.broadPeak.bed
GSM1007991	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35933_b_sort_peaks.broadPeak.bed
GSM1007991	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35933_b_sort_peaks.broadPeak.bed
GSM1007992	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35927_b_sort_peaks.broadPeak.bed
GSM1007992	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35927_b_sort_peaks.broadPeak.bed
GSM1007992	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35927_b_sort_peaks.broadPeak.bed
GSM1007993	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35926_b_sort_peaks.broadPeak.bed
GSM1007993	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35926_b_sort_peaks.broadPeak.bed
GSM1007993	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35926_b_sort_peaks.broadPeak.bed
GSM1007994	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35930_b_sort_peaks.broadPeak.bed
GSM1007994	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35930_b_sort_peaks.broadPeak.bed
GSM1007994	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35930_b_sort_peaks.broadPeak.bed
GSM1007995	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35934_sort_peaks.narrowPeak.bed
GSM1007995	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35934_sort_peaks.narrowPeak.bed
GSM1007995	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35934_sort_peaks.narrowPeak.bed
GSM1007996	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblasts	tissue	35931_sort_peaks.narrowPeak.bed
GSM1007996	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	35931_sort_peaks.narrowPeak.bed
GSM1007996	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	35931_sort_peaks.narrowPeak.bed
GSM1008647	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	Embryonic stem cells	tissue	38293_b_sort_peaks.broadPeak.bed
GSM1008648	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	Embryonic stem cells	tissue	38294_sort_peaks.narrowPeak.bed
GSM1009623	UBERON_0002066	umbilical vein	http://purl.obolibrary.org/obo/UBERON_0002066	Umbilical Vein	tissue	37929_sort_peaks.narrowPeak.bed
GSM1009623	CL_0000115	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115	Endothelial Cells	tissue	37929_sort_peaks.narrowPeak.bed
GSM1009624	CL_0000115	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115	Endothelial Cells	tissue	37928_sort_peaks.narrowPeak.bed
GSM1009624	UBERON_0002066	umbilical vein	http://purl.obolibrary.org/obo/UBERON_0002066	Umbilical Vein	tissue	37928_sort_peaks.narrowPeak.bed
GSM1009625	UBERON_0002066	umbilical vein	http://purl.obolibrary.org/obo/UBERON_0002066	Umbilical Vein	tissue	37943_sort_peaks.narrowPeak.bed
GSM1009625	CL_0000115	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115	Endothelial Cells	tissue	37943_sort_peaks.narrowPeak.bed
GSM1009626	CL_0000115	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115	Endothelial Cells	tissue	37938_sort_peaks.narrowPeak.bed
GSM1009626	UBERON_0002066	umbilical vein	http://purl.obolibrary.org/obo/UBERON_0002066	Umbilical Vein	tissue	37938_sort_peaks.narrowPeak.bed
GSM1010912	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	45166_sort_peaks.narrowPeak.bed
GSM1010912	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblast	tissue	45166_sort_peaks.narrowPeak.bed
GSM1010912	CL_0000223	endodermal cell	http://purl.obolibrary.org/obo/CL_0000223	endoderm  cell	tissue	45166_sort_peaks.narrowPeak.bed
GSM1010912	UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0004111	open	tissue	45166_sort_peaks.narrowPeak.bed
GSM1010912	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	45166_sort_peaks.narrowPeak.bed
GSM1010913	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblast	tissue	45165_b_sort_peaks.broadPeak.bed
GSM1010913	CL_0000223	endodermal cell	http://purl.obolibrary.org/obo/CL_0000223	endoderm  cell	tissue	45165_b_sort_peaks.broadPeak.bed
GSM1010913	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	45165_b_sort_peaks.broadPeak.bed
GSM1010913	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	45165_b_sort_peaks.broadPeak.bed
GSM1010914	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	lung	tissue	45163_b_sort_peaks.broadPeak.bed
GSM1010914	CL_0000223	endodermal cell	http://purl.obolibrary.org/obo/CL_0000223	endoderm  cell	tissue	45163_b_sort_peaks.broadPeak.bed
GSM1010914	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	tissue	45163_b_sort_peaks.broadPeak.bed
GSM1010914	CL_0000057	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	fibroblast	tissue	45163_b_sort_peaks.broadPeak.bed
GSM1013119	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	embryonic stem cells	tissue	36935_sort_peaks.narrowPeak.bed
GSM1013119	Healthy	Healthy	Healthy	NA	disease	36935_sort_peaks.narrowPeak.bed
GSM1013120	Healthy	Healthy	Healthy	NA	disease	36921_sort_peaks.narrowPeak.bed
GSM1013120	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	embryonic stem cells	tissue	36921_sort_peaks.narrowPeak.bed
GSM1013120	CL_0000134	mesenchymal stem cell	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cells	tissue	36921_sort_peaks.narrowPeak.bed
GSM1013121	Healthy	Healthy	Healthy	NA	disease	36933_sort_peaks.narrowPeak.bed
GSM1013121	CL_0002322	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	embryonic stem cells	tissue	36933_sort_peaks.narrowPeak.bed
GSM1013121	CL_0000540	neuron	http://purl.obolibrary.org/obo/CL_0000540	Neuronal	tissue	36933_sort_peaks.narrowPeak.bed
GSM1013122	Healthy	Healthy	Healthy	NA	disease	36946_sort_peaks.narrowPeak.bed
GSM1013122	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36946_sort_peaks.narrowPeak.bed
GSM1013123	Healthy	Healthy	Healthy	NA	disease	36948_sort_peaks.narrowPeak.bed
GSM1013123	UBERON_0002048	lung	http://purl.obolibrary.org/obo/UBERON_0002048	Lung	tissue	36948_sort_peaks.narrowPeak.bed
GSM1013123	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36948_sort_peaks.narrowPeak.bed
GSM1013123	UBERON_0000170	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	Lung	tissue	36948_sort_peaks.narrowPeak.bed
GSM1013124	Healthy	Healthy	Healthy	NA	disease	36927_sort_peaks.narrowPeak.bed
GSM1013124	UBERON_0002080	heart right ventricle	http://purl.obolibrary.org/obo/UBERON_0002080	Right Ventricle	tissue	36927_sort_peaks.narrowPeak.bed
GSM1013124	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36927_sort_peaks.narrowPeak.bed
GSM1013125	Healthy	Healthy	Healthy	NA	disease	36929_sort_peaks.narrowPeak.bed
GSM1013125	UBERON_0002370	thymus	http://purl.obolibrary.org/obo/UBERON_0002370	Thymus	tissue	36929_sort_peaks.narrowPeak.bed
GSM1013125	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36929_sort_peaks.narrowPeak.bed
GSM1013126	UBERON_0018303	adrenal tissue	http://purl.obolibrary.org/obo/UBERON_0018303	Adrenal Gland tissue	tissue	36930_sort_peaks.narrowPeak.bed
GSM1013126	DOID_10763	hypertension	http://purl.obolibrary.org/obo/DOID_10763	hypertension	disease	36930_sort_peaks.narrowPeak.bed
GSM1013126	DOID_3393	coronary artery disease	http://purl.obolibrary.org/obo/DOID_3393	coronary artery disease	disease	36930_sort_peaks.narrowPeak.bed
GSM1013126	DOID_162	cancer	http://purl.obolibrary.org/obo/DOID_162	cancer	disease	36930_sort_peaks.narrowPeak.bed
GSM1013126	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36930_sort_peaks.narrowPeak.bed
GSM1013126	UBERON_0002369	adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002369	Adrenal Gland	tissue	36930_sort_peaks.narrowPeak.bed
GSM1013127	DOID_3393	coronary artery disease	http://purl.obolibrary.org/obo/DOID_3393	coronary artery disease	disease	36916_sort_peaks.narrowPeak.bed
GSM1013127	DOID_162	cancer	http://purl.obolibrary.org/obo/DOID_162	cancer	disease	36916_sort_peaks.narrowPeak.bed
GSM1013127	DOID_10763	hypertension	http://purl.obolibrary.org/obo/DOID_10763	hypertension	disease	36916_sort_peaks.narrowPeak.bed
GSM1013127	UBERON_0001043	esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	Esophagus	tissue	36916_sort_peaks.narrowPeak.bed
GSM1013127	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36916_sort_peaks.narrowPeak.bed
GSM1013128	DOID_10763	hypertension	http://purl.obolibrary.org/obo/DOID_10763	hypertension	disease	36928_sort_peaks.narrowPeak.bed
GSM1013128	DOID_3393	coronary artery disease	http://purl.obolibrary.org/obo/DOID_3393	coronary artery disease	disease	36928_sort_peaks.narrowPeak.bed
GSM1013128	DOID_162	cancer	http://purl.obolibrary.org/obo/DOID_162	cancer	disease	36928_sort_peaks.narrowPeak.bed
GSM1013128	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36928_sort_peaks.narrowPeak.bed
GSM1013129	DOID_10763	hypertension	http://purl.obolibrary.org/obo/DOID_10763	hypertension	disease	36945_sort_peaks.narrowPeak.bed
GSM1013129	DOID_162	cancer	http://purl.obolibrary.org/obo/DOID_162	cancer	disease	36945_sort_peaks.narrowPeak.bed
GSM1013129	UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	tissue	36945_sort_peaks.narrowPeak.bed
GSM1013129	DOID_3393	coronary artery disease	http://purl.obolibrary.org/obo/DOID_3393	coronary artery disease	disease	36945_sort_peaks.narrowPeak.bed
